,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity
talking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8995714324478695e-06,0.0,2.0211237054823247e-05,0.0,0.0,0.0,2.365328409820874e-05,0.0,1.145728324055751e-05,0.0,3.284161604968258e-05,1.2324406601452229e-05
sorts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8995714324478695e-06,1.44934486760968e-05,0.0,1.9615890288145696e-05,0.0,0.0,0.0,1.5251241066880598e-05,5.728713878624123e-06,0.0,1.6421401734029825e-05,0.0
programing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,9.687377444914686e-06,0.0,0.0,0.0,3.3926662890771436e-05,0.0,2.0387441889480194e-05,0.0,0.0,0.0,0.0
beef,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8995714324478695e-06,7.246839967425782e-06,0.0,9.808156951318443e-06,0.0,0.0,0.0,1.5251241066880598e-05,1.145728324055751e-05,0.0,1.6421401734029825e-05,0.0
bacteria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.467934863380577e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hypothesise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.467934863380577e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.788743417279236e-05,0.0,0.0,1.545487614038024e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9419772590764352e-05
tempted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.792962914478262e-06,8.344252749467355e-06,0.0,1.1293438378123595e-05,0.0,0.0,1.815710094188165e-05,0.0,1.3192297278700371e-05,0.0,0.0,0.0
dynamics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8995714324478695e-06,0.0,2.0211237054823247e-05,9.808156951318443e-06,0.0,0.0,7.884701786492255e-06,1.5251241066880598e-05,5.728713878624123e-06,0.0,0.0,0.0
english,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3658542525396575e-05,0.0,0.0,0.0,0.0,3.3926662890771436e-05,0.0,0.0,2.2973384496448218e-05,0.0,6.585028028986125e-05,0.0
beeen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.9167835190362836e-05,0.0,0.0,0.0,0.0
textual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.026829798631203e-06,0.0,0.0,0.0
adoption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,0.0,2.7017828854894447e-05,0.0,0.0,0.0,1.0540053677144466e-05,2.0387441889480194e-05,0.0,0.0,0.0,0.0
advocating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,1.5079407716725853e-05,0.0,0.0,0.0,0.0,0.0
checks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.792962914478262e-06,0.0,0.0,1.1293438378123595e-05,0.0,0.0,9.078708079162776e-06,1.7560786601765285e-05,6.596231840014161e-06,0.0,0.0,0.0
vices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,1.545487614038024e-05,0.0,0.0,0.0,2.403163436776324e-05,0.0,0.0,0.0,0.0
attachment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,1.5079407716725853e-05,0.0,0.0,0.0,0.0,0.0
hawkers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,1.3859503819648362e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
borrowers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,0.0,0.0,1.3111275929022171e-05,0.0,0.0,0.0,0.0,7.657988014859722e-06,0.0,2.1951680661803248e-05,0.0
worldwide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,0.0,0.0,0.0,0.0,3.3926662890771436e-05,0.0,2.0387441889480194e-05,0.0,4.9099687272287785e-05,0.0,0.0
uncontrolled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.026829798631203e-06,0.0,0.0,1.9419772590764352e-05
carriers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.467934863380577e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,1.5079407716725853e-05,0.0,0.0,0.0,0.0,0.0
vendors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.8053431879907692e-05,0.0,0.0,0.0
institute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9419772590764352e-05
earns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0956103934866801e-05,0.0,0.0,0.0
dates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0956103934866801e-05,0.0,0.0,0.0
pseudoscientific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,0.0,1.2424055826073643e-05,0.0,0.0,0.0,0.0,1.9419772590764352e-05
adherence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,0.0,2.7017828854894447e-05,1.3111275929022171e-05,0.0,0.0,0.0,2.0387441889480194e-05,0.0,0.0,0.0,0.0
suspend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.792962914478262e-06,8.344252749467355e-06,0.0,1.1293438378123595e-05,0.0,0.0,9.078708079162776e-06,1.7560786601765285e-05,0.0,0.0,0.0,0.0
harvest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.792962914478262e-06,0.0,2.3271891075683887e-05,2.258638899242203e-05,0.0,0.0,0.0,0.0,1.3192297278700371e-05,4.2292168633817774e-05,0.0,0.0
heating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,3.1847182592665185e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5875476005381506e-05,0.0
nine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,3.1847182592665185e-05,0.0,0.0,0.0,1.2424055826073643e-05,0.0,0.0,0.0,0.0,0.0
preconceptions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.026829798631203e-06,0.0,0.0,0.0
moves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.179898959941719e-05,7.246839967425782e-06,2.0211237054823247e-05,1.9615890288145696e-05,0.0,2.5379531044006802e-05,0.0,1.5251241066880598e-05,0.0,0.0,0.0,0.0
unsanitary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.024577158919667e-05,0.0,0.0
highway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9419772590764352e-05
purchasing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,0.0,0.0,0.0,0.0,0.0,2.10797413993304e-05,0.0,7.657988014859722e-06,0.0,0.0,1.647492963409209e-05
ministered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,0.0,0.0,0.0,0.0,2.403163436776324e-05,0.0,0.0,0.0,0.0
lifted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.026829798631203e-06,0.0,0.0,0.0
raft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8995714324478695e-06,7.246839967425782e-06,2.0211237054823247e-05,0.0,0.0,2.5379531044006802e-05,0.0,0.0,0.0,0.0,1.6421401734029825e-05,1.2324406601452229e-05
drinks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,1.5079407716725853e-05,0.0,0.0,0.0,0.0,0.0
adversely,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,0.0,0.0,1.3111275929022171e-05,0.0,3.3926662890771436e-05,0.0,2.0387441889480194e-05,0.0,0.0,0.0,0.0
mistakes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91275714556823e-06,4.806302489936878e-06,0.0,1.9514271087025498e-05,0.0,1.6832399197242168e-05,1.5687505004583135e-05,3.034308293943411e-05,1.519718390436291e-05,2.4360354547328895e-05,0.0,8.173883568812367e-06
aggressive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,9.687377444914686e-06,0.0,0.0,0.0,0.0,0.0,0.0,7.657988014859722e-06,4.9099687272287785e-05,0.0,0.0
meetings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,9.687377444914686e-06,0.0,0.0,0.0,0.0,1.0540053677144466e-05,0.0,0.0,0.0,2.1951680661803248e-05,0.0
settling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,0.0,0.0,0.0,1.2424055826073643e-05,0.0,0.0,0.0,0.0,0.0
throes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0956103934866801e-05,0.0,0.0,0.0
slope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.396481457239131e-06,4.1721263747336775e-06,1.1635945537841943e-05,1.1293194496211015e-05,0.0,4.382935706387794e-05,9.078550470940825e-06,0.0,6.596148639350186e-06,4.228874887406859e-05,9.454074271351686e-06,7.095365989312126e-06
ridden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,0.0,0.0,0.0,1.2424055826073643e-05,0.0,0.0,0.0,0.0,0.0
futher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,0.0,1.2424055826073643e-05,0.0,9.026829798631203e-06,0.0,0.0,0.0
nitritiva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3570295623404214e-05
frenchspeaking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.026829798631203e-06,0.0,2.5875476005381506e-05,0.0
shelter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,1.5079407716725853e-05,0.0,0.0,0.0,0.0,0.0
belonging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3585749353983083e-05,0.0,0.0,2.258638899242203e-05,0.0,0.0,9.078708079162776e-06,1.7560786601765285e-05,1.3192297278700371e-05,0.0,0.0,0.0
toprovide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,0.0,1.2424055826073643e-05,0.0,9.026829798631203e-06,0.0,0.0,0.0
adoptive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.792962914478262e-06,0.0,2.3271891075683887e-05,1.1293438378123595e-05,0.0,0.0,1.815710094188165e-05,1.7560786601765285e-05,0.0,0.0,0.0,0.0
months,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,3.1847182592665185e-05,0.0,0.0,0.0,1.2424055826073643e-05,0.0,0.0,0.0,0.0,0.0
contributed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.467934863380577e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rooms,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,3.999094944472055e-05,0.0,0.0,0.0,0.0,0.0,1.9419772590764352e-05
civilain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,1.545487614038024e-05,0.0,0.0,0.0,0.0,9.026829798631203e-06,0.0,0.0,0.0
prosecute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.792962914478262e-06,0.0,0.0,1.1293438378123595e-05,0.0,0.0,9.078708079162776e-06,0.0,6.596231840014161e-06,0.0,0.0,1.4190731978624252e-05
detach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,1.5079407716725853e-05,0.0,0.0,0.0,0.0,0.0
temporary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,1.5079407716725853e-05,0.0,0.0,0.0,0.0,0.0
ample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.792962914478262e-06,1.668823921990703e-05,0.0,0.0,0.0,0.0,9.078708079162776e-06,0.0,6.596231840014161e-06,0.0,0.0,1.4190731978624252e-05
bill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,1.5079407716725853e-05,0.0,0.0,0.0,0.0,0.0
studied,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,0.0,1.2424055826073643e-05,2.403163436776324e-05,0.0,0.0,0.0,0.0
ruins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.024577158919667e-05,0.0,0.0
impairment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.9167835190362836e-05,0.0,0.0,0.0,0.0
thru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,0.0,1.2424055826073643e-05,0.0,9.026829798631203e-06,0.0,0.0,0.0
menstruation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3585749353983083e-05,0.0,0.0,2.258638899242203e-05,0.0,0.0,0.0,0.0,1.3192297278700371e-05,0.0,3.781492985236418e-05,2.8380693831021827e-05
hampering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,1.3859503819648362e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
integrate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0956103934866801e-05,0.0,0.0,0.0
hatred,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3585749353983083e-05,1.668823921990703e-05,0.0,1.1293438378123595e-05,0.0,0.0,0.0,0.0,1.3192297278700371e-05,0.0,1.890814854270337e-05,0.0
neglected,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5772566557555577e-05,0.0,5.4033253239701835e-05,0.0,0.0,0.0,3.1619063191834344e-05,2.0387441889480194e-05,0.0,0.0,0.0,0.0
fashionable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,1.545487614038024e-05,0.0,0.0,0.0,0.0,1.8053431879907692e-05,0.0,0.0,0.0
adverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.9167835190362836e-05,0.0,0.0,0.0,0.0
speaks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.026829798631203e-06,0.0,2.5875476005381506e-05,0.0
goverment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,0.0,1.2424055826073643e-05,0.0,0.0,0.0,0.0,1.9419772590764352e-05
wildly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3585749353983083e-05,0.0,0.0,2.258638899242203e-05,0.0,0.0,9.078708079162776e-06,1.7560786601765285e-05,1.3192297278700371e-05,0.0,0.0,0.0
infections,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3658542525396575e-05,0.0,2.7017828854894447e-05,0.0,0.0,6.7849534457459e-05,0.0,2.0387441889480194e-05,0.0,0.0,0.0,0.0
anticipate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,9.687377444914686e-06,0.0,0.0,0.0,3.3926662890771436e-05,0.0,2.0387441889480194e-05,0.0,0.0,0.0,0.0
unexpected,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,1.5079407716725853e-05,0.0,0.0,0.0,0.0,0.0
environments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8995714324478695e-06,0.0,2.0211237054823247e-05,9.808156951318443e-06,0.0,0.0,7.884701786492255e-06,0.0,5.728713878624123e-06,0.0,0.0,1.2324406601452229e-05
immediately,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8995714324478695e-06,2.1739826140772288e-05,0.0,1.9615890288145696e-05,0.0,0.0,7.884701786492255e-06,1.5251241066880598e-05,2.2913988443516234e-05,0.0,0.0,0.0
maturing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,3.999094944472055e-05,0.0,0.0,0.0,5.7876105226717225e-05,0.0,0.0
giants,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.792962914478262e-06,8.344252749467355e-06,0.0,1.1293438378123595e-05,0.0,0.0,0.0,0.0,6.596231840014161e-06,0.0,0.0,1.4190731978624252e-05
defensively,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,0.0,0.0,0.0,1.2424055826073643e-05,0.0,0.0,0.0,0.0,0.0
web,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,3.1847182592665185e-05,0.0,0.0,0.0,1.2424055826073643e-05,0.0,0.0,0.0,0.0,0.0
missions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.859186427640873e-05,2.2837568286050313e-05,0.0,0.0,0.0,0.0,2.4847680283866448e-05,0.0,0.0,0.0,0.0,0.0
cancelling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.026829798631203e-06,0.0,2.5875476005381506e-05,0.0
assests,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,0.0,0.0,0.0,1.2424055826073643e-05,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3570295623404214e-05
destabilising,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,9.687377444914686e-06,2.7017828854894447e-05,0.0,0.0,0.0,1.0540053677144466e-05,0.0,0.0,0.0,0.0,0.0
attachments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,1.5079407716725853e-05,0.0,0.0,0.0,0.0,0.0
deep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8995714324478695e-06,7.246839967425782e-06,4.0420675396834233e-05,0.0,0.0,0.0,7.884701786492255e-06,0.0,5.728713878624123e-06,0.0,1.6421401734029825e-05,0.0
tortured,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3585749353983083e-05,0.0,0.0,2.258638899242203e-05,0.0,0.0,9.078708079162776e-06,1.7560786601765285e-05,1.3192297278700371e-05,0.0,0.0,0.0
roadways,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,1.545487614038024e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3570295623404214e-05
naturalistic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9419772590764352e-05
radiation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.859186427640873e-05,1.1418966342159458e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.026829798631203e-06,0.0,0.0,0.0
perfected,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.792962914478262e-06,0.0,0.0,1.1293438378123595e-05,0.0,2.9222836801427503e-05,0.0,1.7560786601765285e-05,0.0,4.2292168633817774e-05,0.0,0.0
protein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0956103934866801e-05,0.0,0.0,0.0
earnings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.026829798631203e-06,0.0,0.0,0.0
addictions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,0.0,0.0,1.3111275929022171e-05,0.0,3.3926662890771436e-05,0.0,2.0387441889480194e-05,0.0,0.0,0.0,0.0
harmony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,9.687377444914686e-06,0.0,0.0,0.0,0.0,0.0,0.0,7.657988014859722e-06,0.0,2.1951680661803248e-05,0.0
communicating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8995714324478695e-06,0.0,0.0,9.808156951318443e-06,5.5057183874944965e-05,0.0,7.884701786492255e-06,0.0,5.728713878624123e-06,0.0,1.6421401734029825e-05,0.0
blocking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,4.567367907197003e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.6105952936351e-05,0.0,0.0,0.0
onthego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5875476005381506e-05,1.9419772590764352e-05
challenged,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.467934863380577e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
instincts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.024577158919667e-05,0.0,0.0
traumas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.467934863380577e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
presume,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.792962914478262e-06,0.0,0.0,0.0,6.33946740912551e-05,0.0,0.0,0.0,6.596231840014161e-06,0.0,1.890814854270337e-05,1.4190731978624252e-05
practically,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.792962914478262e-06,8.344252749467355e-06,2.3271891075683887e-05,1.1293438378123595e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.890814854270337e-05,0.0
slums,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9419772590764352e-05
rivers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,0.0,2.7017828854894447e-05,0.0,0.0,3.3926662890771436e-05,0.0,0.0,0.0,4.9099687272287785e-05,0.0,0.0
burnt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,9.687377444914686e-06,2.7017828854894447e-05,0.0,7.35989374193566e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.792962914478262e-06,8.344252749467355e-06,0.0,1.1293438378123595e-05,0.0,0.0,0.0,0.0,6.596231840014161e-06,0.0,0.0,1.4190731978624252e-05
obtaining,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.026829798631203e-06,0.0,0.0,0.0
eyesight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.467934863380577e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,1.545487614038024e-05,0.0,0.0,0.0,0.0,9.026829798631203e-06,0.0,0.0,0.0
carrying,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.144219697148111e-06,6.3189906808271015e-06,1.7623490952123536e-05,1.710436941950988e-05,0.0,0.0,6.875183850326363e-06,2.6596203191348466e-05,4.995237893325461e-06,0.0,0.0,0.0
dressed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,0.0,0.0,1.3111275929022171e-05,0.0,0.0,1.0540053677144466e-05,0.0,7.657988014859722e-06,0.0,0.0,0.0
facilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,3.1847182592665185e-05,0.0,0.0,0.0,0.0,0.0,9.026829798631203e-06,0.0,0.0,0.0
climates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,0.0,0.0,0.0,0.0,0.0,1.0540053677144466e-05,0.0,7.657988014859722e-06,4.9099687272287785e-05,0.0,0.0
tolerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.026829798631203e-06,0.0,2.5875476005381506e-05,0.0
